label,tweet
fear,Kenapa ya akhri akhir ini aku lagi takut mati dan di tinggal mati
anger,"Kalau sampe  di WO, sama juga kita di hianati, di kasih hati minta jantung udah di kasih kuota tiket malah rusuh tidak terorganisir dan minta WO lagi,kelakuan nya sudah kaya saudaranya biru barat."
sadness,Sdah lah Ahok di bui...istri dikangkangi orang tujuh tahun... Skrg malah kjatuhan pohon plastik pula... Kasian nasibnya
anger,  Ooo... kalau berisik emamg mendingan d sumpel si.. kalau d kntr aku sepi banget ki... jepangnya juga g doyan dgrin lagu.. jadi mau g mau pk sumpelan kita.. bosen abisnya..
love,Mungkin ini aneh dan gak relevan tapi aku baru sadar hal yang paling bikin aku cinta bat ama jogja itu adalah vibe nya kek blitar. Jogja mengingatkan ku pada Blitar begitu pula sebaliknya
fear," Tapi emang jadi keeengganan utk memulai interaksi yang baru ataupun kembali berinteraksi dengan yang sobat lama. Yg baru, nanti takut dia ngecounter semua. Yg lama, takutnya udah berubah & jadi counter total dari yang dulu :(("
anger,tokoh n capres abadi orang yang gagal d masa laluny berarti orang itu paling d benci allah itu hny prabocor krn otakny juga bocor bocor bocor pengikutny ap lagi otakny moter2   
fear,"Maaf prof, bukan cuman takut ditelanjangi, jauhi korupsi kerna ITU DOSA, bagi yang masih punya iman takutlah kepada Allah Yang Maha Mengetahui...."
happy,   Ada 10 seri aslinya. Buku pertama Joe. Punya koleksi semuanya. Ceritanya Keren. Mbahnya Travel Blogger ini. Gara2 buku unit terinspirasi keliling Indonesia.
sadness,Semakin dekat dengan orang maka yang sangat diperlukan itu sebuah pengertian yang besar... Ngerti kalo dia banyak kekurangan dan kamu juga begitu... Ini susah banget sih dilakuin di kehidupan nyata... Heemmmm
happy,"#OldMoneyGakNgerasain nongkrong depan rumah ama temen2, tiap ada motor lewat di teriakin woy standaar pas orangnya nengok kita sembunyi:))"
anger,"Ku bersyukur pas nonton FM boleh ngerekam pake hp... yang ga boleh kamera professional doang wkwkwkkw tengkyu mecima Bando2 juga disuruh lepas semua, yang nyebelin ya cuman orang2 yang ngerekam ga pake hati aja, gausah ngerekam lewatin tinggi kepala kamu kali... serakah amat"
anger,"Orang-orang yang tiap abis beli bedak, baju, skincare, aksesoris, paketan udah sampe, dll. Beli apapun wes. Emang kenapa sih harus di bikin status di wa / instastory?"
fear,"Maka yang dilakukan papa adalah dudum diruang tamu, dan menunggumu pulang dengan hati yang sangat khawatir Dan setelah perasaab khawatir itu berlarut-larut. Ketika melihat putri kecilnya pulang larut malah hati papa akan mengeras dan papa memarahimu."
anger,"Seberapa penting akun medsos KPPN buat kanpus atau satker? Kalau udah ada grup tele atau WA, apa masih relevan? Sy rasa enggak sih ya. Mending satker tanya lgsung ke grup"
sadness," Sayang sekali, niat baik, dan terwujut belum tentu dilanjutkan menjadi lebih baik lagi bahkan sebaliknya. Hanya karena ketidakmampuan membedakan antara urusan kontestasi politik yang usai dan urusan kesejahtetaan warga yang menjadi tanggungja"
anger,"Seharusnya lu belajar dari kasus lama lu, untung itu ga diusut, harusnya lu kapok dan belajar dari temen-temen lu yang udah ngerasain jatoh. "
sadness,"Persoalan THR, gaji ke-13, dan tukil, sepertinya bukan hal yang sepele. Baik bagi yang tidak menerima, menerima tapi terlambat, dan dari mana itu didapat."
happy,"  Dan lebih tenang, lebih berani tahan bola, akhirnya lfc punya dm sepadan dengan fernandinhonya city, matic nya mu, kantenya chelsea, siap bersaing dah ini musim depan."
happy,"Terkadang teman saja tidak cukup, kamu juga membutuhkan keluarga di tanah rantau. Thankyou for being my second family here guys, cuma di depan kalian aku bisa ketawa puas dan gak jaim."
sadness,Berharap aku ke dokter dksh salep bwt yang lebam2 biru..eehhh malah dkshnya obat nyeri tablet+vitamin  pdhl tensi darah aku normal 110/70..ttp aja salep mah gak dksh sm dokternya
sadness,"tetep semangat yaaa kak hani, semoga papamu dapet karmanya secepatnya. tetep rajin solat, ngaji, dan jga berdoa, mumpung bulan ramadhan, orang seperti kka psti doanya bakal secepatnya di kabulin sama allah, Aamiin yaallah "
happy,"Ya allah aku ketularan orang2 sini Genre musik a kek giniEhh tapi lucu juga sih lagunya terutama dibagian "" Emang lagi manjahhh. Lagi pingin di manjahhh. "
sadness,"Seperti katak dalam tempurung, kepercayaan tinggi terhadap hegemoni ilmu sains dan teknologi sebagai solusi pragmatis apolitis dari beragam permasalahan di Indonesia, adalah suatu bentuk dogma Sila google 'scientism' Sila google 'arogansi alumni ITB' Eh"
sadness,pengen di pijit sekali rasanya sakit semua kaki ini :(
happy,"tapiii, pokonya ttp jadi abang yang baik ya!!! walaupun dingin jutek gt tapi dalem hati pasti sayang banget tuh sama gue . pokonya intinya HBDDDDD ma brooo"
love, Yuta. Aku sayang yuta aku pengen ketemu yuta lagi aku kangen pokoknya! Yuta yang bisa bikin aku beli stuff stuff ttg dia sama nonton konser soalnya wkwkwkwkwkw
happy,"rencana mau roadtrip sama ibu uci dan ketemu kailani johnson tapi akhirnya gajadi berdua, sepupunya malah nimbrung juga. di film ini dikasih pemandangan indah dari rote-jakarta sampe banyuwangi. yang main jadi sam lucu banget mirip sherina waktu kecil. "
anger,"namanya orangtua ya emang wajib kan bayarin anaknya sekolah ? jadi gada tu yang namanya buang2 duit !! semua yang udah dilakuin sama kita baik bener apa gak itu gabakal sia sia ! gausah takut gagal, gausah mikir buruk. justru yang sia sia tu dg kalian ngejudge orglain kyk gini"
fear,"Wkwk lul dasar dinda, aku td liat chatnya astaghfirullah kalo aku pas mau buka udah degdegan waswas ngapain pagi2 kirim chat sebanyak itu"
fear,Aku bisa ngerasain kok ekspresi kamu waktu aku mau beli toner. Kamu takut wajah aku tambah parah ya? Padahal aku udah ngerasa mendingan banget sejak pake skincare.
happy,"Pagi ini olah raga jalan sehat, santai dan senam ringan, WBS PSTW BM II Jelambar didampingi ASN dan PJLP di RPTRA Kalijodo sambil berolah raga dan rekreasi menikmati suasana taman bersama anak-anak yang ada ditaman. Lansia.. sehat ......yes.... "
sadness," Kan bener mas, di fisip ga ada pembekalan bagaimana skripsi itu atau minimal dapet motivasi rohani sblm menghadapi skripsi wkwk."
anger,"Kita gak.seperti anda mbak yang hobi carmuk sok pahlawan kebengenan. Serah dah serah, akan ada masanya anda jatuh ketauan smua keburukan anda yang sebenarnya. Dan saya tidak mau ngurusin urusan anda, biar Tuhan yang berkehendak kapan anda akan menerima balasannya"
love,"Lagi jatuh cinta biasanya tiap mau tidur terus kepikiran. Bikin bahagia gak karuan. Masa pdkt sama pacaran itu sama-sama indah, bedanya, sensasi jatuh cinta pada masa pdkt itu lebih menggemaskan. Dari yang masih degdegan kalo ketemu sampe malu-malu kucing kalo kangen"
happy,Ketidak mampuan aku untuk tidak menangis dan memikirkan itu sulit.. sesulit menenangkan hati ini..
sadness,Bagaimana mungkin perbuatan dan kata-kata kotor menjadikan hatimu bersih. Dan bagaimana mungkin kata-kata kotor keluar dari hati yang jernih? [Allamah Thabathabai]
fear,"Cuman bedanya si emang adek gue suka gt sama bau2 kesehatan jadi emang masih agak niat lah. Lah gue emang asal aje daptar2 mana aja maklum lah pas itu masih takut kalau ga kuliah, tapi berasa si kuliah di tmpt yang bukan passion. Kesan nya kayak budak nilai."
happy,"Semilir angin sore, tidak ada deru berisik kota, hanya ada ruang di antara senduro, di sudut Surya Kencana. . #CatatanPerjalanan #SuryaKencana #GunungGede "
anger,DUL ERA JOKOWI JAUH LEBIH BAIK DARI PADA REZIM SBY 10 TH MENTERI KORUP SEMUA. GAK PERCAYA. ADAKAN PEMBUKTIAN TERBALIK. SBY JUGA KORUPSI.
sadness,"Hari pertama tanpamu aku benar2 merasakan kesepian. .Minggu pertama mulai kangen. ..Bulan pertama mulai timbul rasa keingin memiliki (lagi) :D Kangen kamu,"
fear,"Tiap malem kayak gini aku sllu resah, tentang semuanya yang telah terjadi dan apa yang akan terjadi esok. 2 malam ini aku resah karna berita yang muncul tgl 25 kemaren."
anger,Makanya klw niat knl baik di bls dengan niat baik ?? Lah klw di cuekin y cuekin balik lagi emng aku rugi kehilangan loe hadeh loe salah orang broo
happy,hahaha memang benar si kamu maksiat terus :p
sadness," akunku sudah dihapus.... pengen main lagi!! nanti deh kalo udah bisa merhatiin perintilan lain selain kuliah ((anaknya munetan, liat notif grup numpuk dikit aja kudu dibuka. makanya mending leave sekalian)) ((kok curhat))"
anger,"sumpah gue jijik denger lagu aaaaaaa aisyah kujatuh cinta, syantik hari ini aku syantik, kita goyang dua jari. Aaah "
love,"Wahai ibu....... bukankah aku cinta pertamamu Akulah yang pertama mengubah fisikmu, akulah yang pertama membuatmu merasakan sakitnya melahirkan, aku lah yang pertama yang memberimu gelar"
sadness,"Mendekati jam 12 malam gravitasi kasur sangat besar, tapi mengapa grup angkatan ni kalau jam segitu baru mulai membahas topik ujiannya yang lebih kompleks dari topik saat malam harinya.. Well"
sadness,"Makin jarang kutemui rapper macam om Eminem yang kritis nan epic (sama nyinyir juga sih, beda tipis). Atau seperti alm. Tupac yang bikin album macem bikin buku sejarah Atau macam om Ice Cube yang sepaket, jadi aktor pun bisa~"
happy,Sampe kemaren liat di timeline ada bapak bapak eskrim kesana juga buat ngasih eskrim ke penyelamat yaa pokoknya buat yang ada di sana gt:') 
happy," Pilih pemimpin yang happy mnerima kritikan,jujur terbuka,sll bermusyawarah,tidak hobby menyerang serta berjiwa besar maka proses mbangun peradaban guna pencapaian terbaik sebuah negara akan mdptkan hasil maksimal...In Shaa'Allah..."
sadness,"langsung ku block aja ya, maaf ni bagi temen temen yang sudah memilih jalan sendiri setidaknya jangan lah kayak gitu, kita ada jalan masing masing loh, jujur sedih aku liat alat musik di hancurkan gitu."
anger,"Budayakan mencari dan membaca sebelum nanya ya. Udah dijelaskan berkali2 kok. Selama ga diatur/gaada ketentuan khusus, pakai aja"
sadness,pas mau tepar tiba ingat tugas b indo mtk ekonomi -_-
anger,"Hanya modal walikota Solo,bgmn mungkin bs menaklukkan belantara Jkrta.Dan disusul bs menaklukkan Nusantara.Dia sendirian?.Tanpa dukungan TAIPAN,dan media sosial,Mustahil.Konsekwensi:dikomando taipan. "
love," Wowon tersenyum ketika melihat kelakuan kekasih 'galaknya' seperti biasa, dia pasti terkena semprotan 'cinta' yang selalu bei berikan padanya setiap hari tanpa pernah absen. ""Sini aku bawain belanjaannya"" wowon mengambil tas belanjaan milik bei"
happy,Terima kasih mommy Jesica atas kepercayaan kepada  untuk treatment selama kehamilan nya. Semoga sehat dan lancar semua yaa mom
love,"yang mencintaimu sebisaku, entah itu sebisa aku menjagamu dengan cara yang seperti apa. atau, sebisa aku menjagamu dengan cara yang bagaimana."
fear,"Sy kira belum saatnya, beliau perlu learning experience dulu lah, biar betul matang. Ya jadi bupati/wali kota, gubernur, baru capres/wapres, apalagi usianya masih muda. Indonesia tidak boleh jadi coba2. "
anger,"Beli tong sampah made in jerman biar bisa setara sama negara2 eropa.apa hubungannya?toh itu cuma sekedar tong,sekedar wadah,gak mungkin bisa nyetarain bangsa ato masyarakat lewat tong sampah macem gitu."
fear,Apa yang akan kamu lakukan jika ada singa masuk ke rumahmu? nyuruh singanya makan kau. biar mati kenak makan singa. uh ngeri ya off anonla m h e h e
anger,Cc in ke cebong2 dungu... Maksd hati pengen cari kesalahan   lwat pohon plastik malah kebongkar semua skandalnya.... Sekali lagi kasian Ahok.... #2019GantiPresiden 
happy,Next ke kehidupan keluarga Ario Bayu aka komandan Tim Alpha yang ganteng berkacamata hitam dan viral di medsos itu. Ya keluarga yang cukup bahagia with a little daddy girl.
happy,"#MobileLegendsBangBangID Main di BRAWL langsung saja ""CHANG'E"" memimpin top kill dengan MVP sekaligus emang ini Hero GGWP, Hero baru di normal server ini top lah lebih top soalnya Hero Mage adalah role kesukaan saya selain Hero Tank. Sukanya di skill-2 nya itu loh.. Buff lagi deh "
happy,Yuhuuu w/ panutanqu  andra_photo happy sekaliiii ketemu lagi dilain acara
fear,  Dari klarifikasi Ustadz Zulkifli M. Ali memang hadits2 ttg hari akhir kebanyakan dhaif terutama yang ttg umur Umat Islam. Tp jng dianggap remeh. Kl aku lbh baik kita bersiap dr skrg. Perbanyak amal sholeh. Smkn ke dpn smkn sulit berda
anger,"Pas aku udah punya pacar trus pergi nonton ke bioskop: Orang lain: dih nontonnya sama pacar mulu, trus gak ngajak2 nih. Lah situ kalo di ajak gak pernah bisa *pengen rasanya ku sentil amandelnya satu2 :)"
sadness,"  Iyaa kii tau aja luu, emak gua ngidam d kawinin ama pmarahan charles, tapi sudah keduluan d kawinin ama bapak gua :("
sadness,"Ya ga semua sih, banyak juga yang serius. Tapi ya gitu mungkin anda belum ketemu, mungkin ketemu tapi karena terlalu lalma kena modus jadi too sensitive dan melewatinya. Gitu"
anger,Haiyaa dagangan lu olang kaya IM Isis HTI kagak laku a..       #2019BUBARKANPKS.           
sadness," iya sayang banget sumpah di eps pertama dia bawain lagu yang gacocok sama dia :( pasti dia bisa nampilin lebih dr itu, hidden gem banget"
fear,"Jadi yeorobun kan biasanya gue kalo tidur lampunya dimatiin, nah trus gua lagi buka twt tuh gelap2. TIBA2 ADA KECOA YEOROBUN JATOH DI SEBELAH GUE! PANIK GUE, LNGSNG BANGUNIN BOKAP GUE! UNTUNG BLM TIDUR gue takut banget sm kecoa gatau kenapa :( "
anger,"Kalau mau menyelamatkan keuangan BUMN, serahkan tata kelola BUMN itu ke pihak swasta. Daripada kaya sekarang, rata - rata direksinya diisi boneka parpol."
sadness,Segala kebaikan yang kita perbuat bagaikan meneteskan air keringat dilautan.
happy,Sekarang saya tidak bisa lagi menggantungkan sesuatu ke orang lain. saya berusaha mengenal dan mencukupi apa yang saya butuhkan sendiri. sandaran saya hanya Allah dan orang tua. tapi saya selalu yakin kelak akan ada orang yang mampu mengisi zona yang lebih baru.
anger," Dudeeee please she's better than penyanyi dangdut generasi2 sebelumnya yang ngumbar toket, paha, gosip kawin-cerai, dan lain lain Situ ngga ngeliat dia lagi ngerubah image biduan di khalayak ramai? #timviavallen"
love,"Oh Tuhan, Ku cinta dia, Ku sayang dia, Rindu dia, Inginkan dia. Utuhkan lah, Rasa cinta dihatiku, Hanya padanya untuk dia. Hanya padanya, Untuk DIA."
sadness,habis manis sepah dibuang ngomongnya manis ujung-ujungnya cuma drama saja
fear,"+ Oleh paman nya kemarin. Namun tiba tiba ada seorang pria paruh baya datang menghampiri nya sambil membawa sebuah papan nama bertuliskan namanya. ""Ini mas jefry?"" Tanya nya dengan agak sedikit ragu karena sepertinya dia takut salah mengira orang +"
sadness,"qu juga sudi koh, aku disable instagram karna terlalu nyampah di explore :"" segala anak balita diajarin buat tiktok juga "
love,"Untukumu wanita yang selalu aku fikrikan. Bahagialah dengan bertambahnya usia mu syng. Semoga kau sehat, semoga terjaga iman dan islammu.jaga bahagiamu kekasihku maka aku akan merasa tenang krn mencintaimu dalam diam.Sekali lagi selamat bertambah usia. Aku mencintaimu sampai akhir hdpku"
fear,tuhan izinkan aku bahagiakan orangtuaku sebelum akhirnya mereka tertidur di peristirahatanya yang terakhir : )
happy,"Dari semua pakaian yang ada di pasar Bayangkara (pasar senggol), aku memilih 1 pakaian saja. Jika di beri 2 akan saya gunakan. Jika di beri 3 tetap saya gunakan. Jika di beri 4 saya bersyukur untuk di gunakan."
fear,"Wah parah banget sih sendiri, tapi sumpah itu ngebayanginnya aja udah serem banget. Kepikiran aku juga sampe sekarang temenmu langsung tanggap banget hebat!!! Ga kaya aku cengo :("
sadness,Macet parah di Kemang. Disebelah mobil aku terparkir gerobak mie ayam yang luar biasa menggugah selera. Padahal baru ngeliat gerobaknya doank.
anger,"Paling kesel sama orang kalo lagi duduk lesehan gitu padahal masih lega, tapi dia lebih milih deketin kita trus niban dengkul kita sama dengkul dia "
anger,"warisan untuk anak2, jadi ingat yang mempergunakan jabatan untuk antar jemput dan akomodasi anak di luar negeri...,, itu warisan yang baik untuk anak"
anger,"Jerman ini kebanyakan pemain bagus ato gimana yah?? Sekelas Sane, young player of the year loh, gak dipanggil timnas ckckckck Puyeng kali nii om Joachim.. "
love,"Walaupun kita jauh secara fisik, kita tahu kita selalu bersama. Walaupun kita tidak mengatakan Aku cinta kamu, kita tahu kita mencintai satu sama lain. Walaupun kita tidak mengatakan kita satu, kita tahu kita adalah satu."
happy," pendidikan mah nomor 1 donk za haha.. btw aku kyknya milih nyekolahin anak negeri aja, gedein pengeluarannya di jalan2.. kan itu pendidikan juga buat gw, krn mengalami adalah belajar juga hahaha"
anger,"   Padahal , korban pelecehan ada juga yang pakai seragam sekolah, pakai baju kantor, pakai jubah lengkap dg niqab nya. Ya emang dasar otak sm selangkangan mereka ga beres, tapi perempuan yang disalahin dg alasan pakaian,"
sadness,"Bagi anda anda yang dianugerahi gigi rapi dari lahir, bersyukurlah ! Karena pake behel ternyata lebih sakit daripada sakit hati. #menurutguesih"
fear,Mau jalan kaki diluar kosan tapi takut kena jambret karena mau nenteng kamera dan handphone.... alhasil gabut dalem kamar sendirian dengan laptop dan kue basah pemberian kamar tetangga. #baladaanakdaerah
sadness," ijin min,barusan kirim gosend pake gopay, dapet driver lah, dan pas deket posisi ane dia klik ambil dan kirim.gopay ane kepotong, tapi barang blm diambil :("
anger,bacot parah galak kalau udah marah jan mau deh dimarahin lex. caca aja kapokgabisa dibohongin kalau ttg cinta tapi knpa ttg lainnya lu bege ya susah beud disuruh tidur atau makan my human diary yang kita dkt gatau grgr
sadness,"Balik ke rumah badan jadi melar lagi coba aja dikosan, makan buah buat buka aja juga udah cukup. Percuma deh nurunin berat badan di perantauan, baliknya nimbun lemak lagi."
happy,Hepi besdey Pappa AllEllo condropramonozld ...panjang umur sehat sentosa banyak rejeki makin soleh Amin Ya Rabb #Pappa33yearsold @ Pemalang 
anger,"  yang disebut bro  ini mau menyindir, tapi ngga tau kalau yang disindir memang lagi menjalankan tugasnya. Itulah fungsi orang-orang DPR. Banyakin belajar deh sebelum nyindir."
anger,Semoga roboh dan menimpa mereka. Baru kemudian akan ada himbauan keras untuk tidak naik-naik sembarangan ke atas situs sejarah. Sadis? Terpaksa. Pekok berjamaah. Garansi seumur hidup. 
happy,"Kabar baik lagi, pas lihat2 shirtmovie di youtube, salah satu temen organisasi jaman kuliah sudah ada yang jadi produser film, shortmovie. Berkembang ajan hidupne"
happy, kepoin artis masa kini. wkwk. Alhamdulillah sehat. 2 sibuk ma anak. satu sibuk ma suami. satu sibuk mau nikah. rosa sibuk koreanan. Haha
love,"Karena ngerasa #temanbukanpacarbukan gue nanya dan dia blg sayang deh tuh. Naaaah, lagi sayang sayang nya namanya juga maunya ketemu mulu maunya diliatin mulu ke orang-orang "
anger, .... Kamu yang otak brengsek.... Dasar bodoh..... Di negara2 maju tol menjadi andalan utama..... Tidak ada negara maju yang tanpa tol..... Hanya Negara terkebelakang yang tidak punya tol....negara terkebelakang punya TOLol.... !!!
anger,Otak KORUPTOR jelas tidak mungkin berfikir seperti itu karena KORUPTOR itu adalah orang yang sudah Gila Harta. Mana ada orang Gila bisa berfikir POSITIF
happy,"Gela gelaa masih ga nyangka gue bisa nonton  langsung, ini berkat mamang mamang warkop yang selalu menghemat pengeluaran makanku "
sadness,Cie yang beneran mau ngabdi banget biar dibilang pahlawan pendidikan wkwkwkwkkw Apalah dayaku ikutan program ginian cuma biar sering jalan jalan HAHAHAHAHAH
love,Mas Hamdan udah tau kalo istrinya manja rewel dari sebelum hamil. Alhamdulillah sesudah hamil Mas lebih ngerti walau kadang suka sambil geleng jangan bosan jatuh cinta berkali-kali pada istrimu Mas
sadness,Kmarin rencna mau sok bagi bagi thr gitu. Eh berhubung saya sobat misqueen. Gak jadi deh bagi bagi thr Ke dokter tht enak kali yak biar full bass kayak promo free sale
anger,"  Ini baru yang katanya heboh gmana gaberner n wklnya,gmana tuh kok nggak dibenerin emangnya zaman kolonial..rusaklah negara eson"
anger," tolong aplikasinya diberesin. Saya tadi pesan, katanya server error. Eh muncul 4 taksi. Khan kasian drivernya, saya musti cancel."
fear, Semangatt chingudeulll!!! Emang sudah bnyk banget nan? Kelas gue malah baru 2 orang yang sidang:( Gue tuh gaberani sidang nan ampe dimarahin temen2 gue h4h4h4h4 ya abisan beneran takut yang ampe nangis cupu y w.
love,"Kata orang, semakin lama umur suatu hubungan maka perasaan itu akan memudar Kok aku malah sebaliknya ya.. kayak semakin lama malah semakin jatuh cinta sama dia~ huhuhu I love you Diddy"
anger,anak nevolone marah grgr anton!
happy,"Tapi hari ini berbeda... ketemu, berpapasan, tapi tanpa sapa sampe pulang. Dan org2 blng kita berantem. Padahal engga. Malemnya terima chat yang isinya si geblek haha"
anger,"Itu lah bodoh mu bong.. disuruh baca, tidak mau baca... PBB CIKAL BAKALNYA DARI MASYUMI , PBB =KELUARGA BESAR BULAN BINTANG = MASYUMI dasar bong200"
anger,"Terus kalo bikin status itu nyindir orang? Ga juga, salah lu ngerasa kesindir. Biasanya aku ngomong dl ke orangnya. Barulah bikin status. Biar tambah ngerti orangnya. Aku mah ga suka nyindir orang yang ga perlu da. Misal kek gini: "
love,Tahukah kamu bahwa pada saat itu papa merasa gagal membuat anaknya tersenyum? Saat kamu diwisuda sebagai seorang sarjana Papa adalah orang pertama yang berdiri dan memberi tepuk tangan untukmu.
love,"Tersulah seperti itu, yang ku mau darimu saat ini kau berkata jujur saja tentang cinta yang sengaja kau bungkus dengan amarah, bukankah kau telah berhasil mengalahkanku saat pertama kali aku jatuh cinta pada senyummu itu. terakhir: izinkan aku meminjamnya sekali lagi "
sadness,"Yagitu.. Mulai perkenalan dri awal tu njlimet. Belom pertanyaan2 menye2 yang musti harus banget dijawab. Iya kalo lanjut, kalo nggak ya sia2 kan.."
sadness,Baru lihat kabar Teman nge gosip dan penuh info itu telah pergi selamanya bulan lalu Pantas semua ndak aktif Semoga tenang bersama Tuhan di surga ya...
sadness,"Kebodohan di bulan Ramadhan: jumat kemaren kejar2an waktu ganti2 bioskop demi film ini, ternyata masih kamingsun. what a smart smart day. "
anger,"Waktu kalian jadi oposisi Era Pak Harto, Pak SBY, kalian mudik lewat Jalan Tol, jembatan, pelabuhan, yang dibangun era Pak Harto+SBY ? Logika dipakai. Admin Dungu bikin Anjlok Elektabilitas Pak  cc     cc  "
anger,"Ku juga pengen ngamuk bacain komen2 netizen yang mahabenar. Ya Lord. Ga abis pikir. Komen2 macem gini yang bikin kasus pelecehan seksual akan tenggelam begitu saja. Tidak ada hukuman untuk pelaku. Lebih sedihnya, rerata yang komen jahat adalah perempuan. Mbaq2, kesehatanmu loh! "
love,"Aku dulu pernah ka suka, sampe didatengin kesini coba (.....) tapi dia ga kaya yang kaka bilang sih, makanya berani suka. Sopan banget ya Allah. Diajarin bahasa sama mamaku manut bae wkwk! Pokonya gara dia aku baru bisa mikir ga semuanya"
anger," saya kan datang untuk bertanya, kemudian ngobrol tuh sama mba mba Help desk. tapi saya tetep ga ngerti karena ga dapet jawaban yang menjawab pertanyaan saya. trus mbanya lama lama agak emosi, yaudah makin ga kejawab dong, trus saya pulang."
sadness,"Ternyata setelah sidang skripsi, makin sadar kalo skripsi itu cuma bagian kecil dalam hidup, yang sebenernya gaada apa-apanya dibandingin kehidupan setelahnya"
sadness,"Tahun2 kemarin sebulan sekali lewati malino kalo melakukan pendakian. Skrang2 kayak sdah tidak bisa lagi capai ini tempat, Hahah. Terakhir kesini 19 july 2017. "
love," Cowo romantis itu mah pokoknya cowo idaman menurut aku :), dan berarti dia secara ga langsung sayang banget sama aku, dengan segala perhatiannya :)"
love,"Happy Mensive My Love makasih sudah nemenin selama tiga bulan ini. ga kerasa sudah panjang aja perjalanannya, selama ini aku ngerasa belum ngasih apa apa buat kamu maaf aku ga bisa romantis, kerjaan aku cuma jailin kamu. tapi kamu harus percaya tiap detik aku selalu sayang kamu"
anger," Memahami bahwa memang benar, yang pernah bikin kecewa gak selayaknya diberi kesempatan lagi. Kasih dana umum aja kali kali zonk dapet kartu biar masuk penjara. Huuhhh kzl."
anger,"Paling mlz kalau sudah ngliat orang ngomong komen dll kyk sudah bener suci atas ampe bawah tapi zonk :)) ntr kalau nyinyir jawabnya ""berhijrah itu mudah kok, cmn istiqomahnya yang susah"" iyee pahamm,intinya eneg aja jilbab an kok musiman dlu kemane? Ke mall? Clubbing? . *Curhatanpenuh*sorry"
fear," selamat pagi min. Kan saya sudah test, trus ada tulisan selesai, tapi ada lingkaran loading terus di kiri atas. Itu bagaimana ya min? Apa sudah tersimpan hasil test saya? Terima kasih sebelumnya "
happy,  PARAH KAN WONHEE KAN Cantik banget :
happy,"Ngga disangka tersinggung! ak langsung di wa ""Hello""  tapi ngga komen di status(dengan keadaan dia udah liat status ku) yaampun girang dong! karna sebenarnya aku selalu CAPER kalo bikin status di wa. Dgn harapan di komen. Puji Tuhan kali ini peka."
anger,Muslim. Laki. Nyantai merokok dan makan di siang hari bolong ramadhan dan di tengah keramaian pula. Positive thinking saja. Mungkin dia lagi PMS
sadness, kalau aku sih bukber krena aku cuma di indonesia smpe akhir bulan dan baru balik ke indonesia after 14months jdi aku harus bukber malah maksa. kalau km punya temen yang kayak aku apa km tetep gak mau ikut? :) temen deket gak ktemu 14bulan
happy,"Tanpa meminta baju sexy di kamar tidur, King Ezechiel N'Douassel sekarang menjadi top scorer sementara Liga 1 dengan koleksi 11 goals, usai mencatatkan brace ke gawang PSMS Medan tadi malam. Ntappp Aliando "
happy,Agak telat ramai nya ya dok... Alhamdulillah sudah paham sejak lama banget jadi geli aja baru pada ramai sekarang hehehe... 
anger,"Orang ga tau diri itu adalah kursi sebelahnya kosong tapi dibuat naruh jaket/tas, yang ga kebagian kursi berdiri di sebelahnya tapi dia tetep ga mindahin barang2nya :)"
sadness,"Buat orang yang baru suka baca, beli dua novel pasti terasa berat dan keberatan, padahal tar kalo udah doyan baca buku mah, beli 4 kadang masih kurangggggggg :(("
happy,"Yang pasti, tidak perlu khawatir akan merasa bosan bila melakukan perjalanan jauh di Pulau Bali, karena keindahan alamnya akan memanjakan pandangan di tengah perjalanan. #AyoRamaikanTengananFestival"
anger,"Situ tau ga di Timur tengah sana, pakaian tertutup dari atas sampe bawah, tingkat Sexual Harassmentnya tinggi.. Tau ga?? Ini udah bukan soal terbuka atau tertutup pakaian, soal iman dan nafsu yang ga bisa kalian jaga, ga bisa kalia"
anger,"Isu Kristenisasi itu sama saja dengan isu kebangkitan PKI. Tanpa data, minim fakta dan bilapun ada tidak lebih dari pembingkaian di luar konteks! Isu yang dibuat untuk membangkitkan hantu demi keuntungan politis dan ekonomis. Tahyul dan bahlul!!"
anger,"Ya Allaaaahhh ketika kamu kesel akan sesuatu, ingin marah, tapi nggak ada gunanya karna lain pihak sulit kerja sama. Makan twit ini beserta komen netijen bikin lupa semuanya. Ikhlas aing ikhlaaaassss"
anger," Lah bukannya aku pernah menawarkan diri ke kamu sejak tahun 2016 /2017 lalu, saat kamu masih kerja sebagai Sales Force mobil Honda dan sampai pindah ke Suzuki dah menawarkan diri kog itu, tapi MALAH kamu blokir WhatsApp aku."
sadness,"Iya e mas aku cuma mentingin ngaji dan ngejar khataman dulu. Ndak bisa tiap waktu ngabarin halo kamu lagi ngapain. Kalo cuma jadi bahan biar kuat merasa tersakiti banget mah,mas ngapain dulu mau sama aku ehe"
sadness,"Sudah dua hari ini makan tidak enak, tidur pun tidak nyenyak. Kegelisahan ini gue tuliskan. Alhamdulillah  mau menampung keresahan umat. Aksi Bela Via Vallen dan Pesan Seorang Jakmania Kepada Abang Simic "
sadness,"tentang muhasabah. mau sebegimanapun amalan kita dalam satu hari kesimpulan muhasabahnya harus sama yakni ""amalan kita masih terlalu sedikit dan dosa kita masih terlalu banyak"""
sadness,"Jijik apalagi yang cowok joged2 depan kamera lepas baju cuma pake boxer, apa coba.. bikin martabat cowok turu. Drastis"
